Location,Tweet,Positivity
htx,"RT @liltinyisabel: me: fuck work. if i m late idc fuck that place lmao 

also me trying to get to work on time: https://t.co/NwVylBmniI",-0.12500000000000003
Pakistan,"RT @PATofficialPK: We have been already pointing this out repeatedly that whenever there's a tough time on Nawaz Shareef, there's disturban ",-0.3888888888888889
None,RT @JHSMlCDROP: Just thought I d attack you all with Jung Hoseok in a plain white t-shirt. https://t.co/YSY2691gfc,-0.10714285714285714
None,RT @BigWipes: It's the last Friday in a very long January and we're giving away an Amazon Fire 7 8GB (blue like our Heavy-Duty wipes!).  Ju ,-0.021666666666666667
Oshuungu| Elim| WHK| CapeTown,"RT @ThatoNinja: No, their matches are boring as shit plus I don't think generate as much revenue as male football matches https://t.co/Gl18 ",-0.25
None,RT @talked: I wanna fuck you so bad,-0.5499999999999999
None,RT @cvpcxke: i keep shit to myself for a reason,-0.2
Palace Of Wisdom.,@Muted79 @FallenAngel722 you spoilt it for me :( am surprised he's on NXT as I thought he'd go straight to main ros  https://t.co/qsikr3f30v,-0.07083333333333333
"Anaheim, CA","RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
BTP,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
ed,RT @ImChasingDreamz: You ARE half of me and i realized that when life got rough for us and separated us. I don t feel like myself anymore. ,-0.13333333333333333
None,12507 started on 23/01/2018 Reached its destination SCL and was 345 Mins Late https://t.co/RmbsSh46Dv,-0.3
hellevator,RT @_likethatsun: Asking Changbin to say Matrioshka and GRRRR was the best and worst thing I ve ever done in my life.,-0.2333333333333333
Johannesburg South Africa,RT @MON_DEEE: A thread about me and my relationship life and a few notes about me: https://t.co/ukAhHpynls,-0.2
None,"Time to give my phone a little break. It's crying rn bec of the spamming i did  
#iHeartAwards #BestFanArmy #BTSARMY @BTS_twt",-0.19375
None,RT @Jiminpicss: the amount of trust hoseok and jimin have in each other to pull off a move like this... https://t.co/fhIlEsbnlr,-0.125
"Zamboanga Peninsula, Republic ",RT @ninip2t: the sad moment when u realize it's actually monday tomorrow  ,-0.25
at large ,RT @K24Tv: Catch a glimpse of what went down at the 'Watu Wote' film premiere now on #Arena254 with @Sharon_Nganga https://t.co/aKgRBhhKH9,-0.15555555555555559
Malaysia,RT @nabilanshrddn: All of this for only MYR180  per night omg. My friends and I thought that we went to the wrong place as it looks quite s ,-0.25
The Isle of Faces,"RT @Chhabra_Ritesh: I, Ritesh Chhabra, son of Ritu Chhabra who was brutally killed by her student demand justice for my family and for thou ",-0.2
None,"RT @FemaleTexts: IT S HELLA WEIRD HOW EVERYONE SLEEPS DIFFERENTLY, like i sleep on my side, my ex sleeps with everyone, and y all sleep on ",-0.25
UCHIWAAAAAAAAALEX,RT @strokemicactus: She look annoying as hell. https://t.co/GzHYlauUof,-0.8
Cambridge,RT @DepressedDarth: I found the Rebel Bass https://t.co/o2cke8DDzd,-0.15000000000000002
None,Spent the past few days in bed ill n I've never been so bored    ,-0.31
None,"RT @got7co: Thanks for working hard during round 1, I GOT7! See you next weekend for round 2. We will tweet the hardest, bestest, fastest, ",-0.10833333333333335
New York....someday,RT @Roger_Moorhouse: Sorry. This is nonsense. https://t.co/dA8ud4ANPf,-0.5
Your Bedroom,RT @cvpcxke: i keep shit to myself for a reason,-0.2
MY,RT @Iilgucci: The shit i be seeing on snap maps   https://t.co/pdYoIxcbVc,-0.2
Bedfordshire,"RT @ITV: Can Vera uncover the case of a missing teenager? 
#Vera finale. Tonight 8pm, ITV. https://t.co/zgYREKV57X",-0.2
None,"RT @hollerbangtan: thank you for working hard:

  k-diamonds &amp; i-lovelies
  army translators
  army fanbases
  army update-rs
  army fansit ",-0.2916666666666667
wherever yu is,LAST RT THAT PIC THAT PIC MAKES ME MISS HIM VALSJSKSJSN WHYYYYY?????? EEEEE I HATE MYSELF LSJSKSJS,-0.4
None,RT @ItsSeoulmates: [PLS RT] My friend @krystafor has a lot of extra MXM Albums if you re interested in buying one you can dm her! You re ab ,-0.14583333333333334
"Scotland, United Kingdom","RT @alraisi89: A cold lonely night   
#Oman 
#Muscat https://t.co/P0EZX9bIXR",-0.35
  deeeeeeee  ,"RT @LowKei_: Bey: I hate my twins.

Mariah: OMG bitch, me too!!! https://t.co/RlnGDS850E",-1.0
"Bocconi student  Milan, Italy","RT @House_Feminist: I secretly hope that twitter keeps extending the character limit as a social experiment, slowly conditioning our attent ",-0.22222222222222224
"Vancouver, British Columbia",. @TeamYouTube A big complaint. The word suspension is supposed to be used for a temporary hold on something. stop  https://t.co/zVVqk6b6VZ,-0.15
"Kuantan, Pahang",RT @FactsOfSchool: My ducks are absolutely not in a row. At this point I have no idea where my ducks even are,-0.1
Paris,"RT @_xorad: When you flirt bc you're bored n they hit you with ""so when can I see you?"" https://t.co/1aQOkxkHdU",-0.5
None,"RT @RebeccahLouise: My block list is literally a mile long, I'm blocking people DAILY just to avoid seeing their horrible and nasty opinion ",-0.5125
None,"RT @intaeIIectual: loose our lead. If you don't know, the hashtags are 
1)#iHeartAwards #BestFanArmy #BTSARMY 
2)#iHeartAwards #BestBoyBand ",-0.07692307692307693
"England, United Kingdom","RT @waterparks: OTTO CALLED ME A FUCKING MESS 

BE NICE TO ME, I KNOW I M OBNOXIOUS BUT I M ALSO TERRIBLE SO",-0.19166666666666665
Insta: rochbfernando,@StaceyDooley watched your documentary on Honduras... shocked at just how dangerous it is &amp; the backward mentality.  https://t.co/By3h5gms1O,-0.4333333333333333
Cardiff Bay,"1st night home as a #family of 5. 
Little Sierra Rey has her brothers running around for her already  ",-0.1875
None,"RT @taeciety: S O R R Y 

F O R 

T H E 

F L O O D

#TwitterBestFandom #TeamBTS #SoompiAwards @BTS_twt",-0.25
None,RT @ClintSmithIII: racism is so wild man you got a black man who becomes president &amp; some of these white evangelicals spend eight years cal ,-0.022222222222222216
None,RT @DominicL96: Called acting ennit. Hardly going to let him wear a puffa jacket playing one of the Krays https://t.co/BDdMkRIwUE,-0.14583333333333334
Scotland,"RT @RangersSpud: @rossco_bear What a waste of police resources, the police complain about a lack of resource, yet think it s necessary to c ",-0.1
None,"RT @got7co: Thanks for working hard during round 1, I GOT7! See you next weekend for round 2. We will tweet the hardest, bestest, fastest, ",-0.10833333333333335
None,RT @timand2037: This is not friendly fire. #Washington has never been a friend of #Iraq . https://t.co/9QESYC8nef,-0.1875
None,"RT @Jin_Butterfly: Big Hit keeps us WELL FED! 

We keep getting quality content everyday, THIS IS WHAT I SIGNED UP FOR! 

#BTSARMY #BestFan ",-0.125
@bts_twt @shinee,hello I am exhausted but that s nothing new,-0.13181818181818183
Pakistan,RT @sadzzilla: why must every one I support have this habit of making sure all their matches are bad for the heart !???!!!,-0.25
Unfollow me i will unfollow,RT @LoveQuotes: nobody ever treats me what i'm worth &amp; i'm so tired of it,-0.05000000000000002
None,"RT @vantaekim: yoongi: i ate so much food lately, my mom was watching [me] on tv and told me i look like a boiled dumpling

#iHeartAwards # ",-0.04999999999999999
seoul,RT @ninip2t: the sad moment when u realize it's actually monday tomorrow  ,-0.25
None,"RT @evertonfc2: @JohnRentoul For debating the illegal attack on the Gaza Peace Food Convoy ,reply please if you have an issue with this the ",-0.5
"New York, NY",RT @Charles_1944: About time!  @Twitter needs to take this seriously. They let themselves be infiltrated. And compromised.  It s a mess. Th ,-0.25416666666666665
"Duduza, South Africa","RT @masilelasimphi2: When you have a fight   with your Nigerian boyfriend     but you are forced to call him ""baby"" because you can't   pro ",-0.30000000000000004
None,"After Brutal Gangrape Of 15-Year-Old, Haryana ADGP Calls Rape 'A Part Of Society' | News World India https://t.co/LhzBpH0Fpp",-0.875
"you did well, jjong.","RT @vantaekim: yoongi: i ate so much food lately, my mom was watching [me] on tv and told me i look like a boiled dumpling

#iHeartAwards # ",-0.04999999999999999
syd,fuck everytime i listen to the eve it hits me as hard as the first time that shit is art in its purest form,-0.16041666666666665
C-137,RT @taglishes: every time i'm disappointed in myself i remember that i work harder and function better than the mrt that makes me feel bett ,-0.11666666666666665
None,"RT @choi_bts2: When the media asked about their hard time in the interview 

Jimin said 
 That hard time is now, I feel lonely &amp; tired curr ",-0.27083333333333337
"Alcorc n, Madrid",RT @harleivy: angelina jolie looked like THIS at 17 years old. i need to lie down for several minutes https://t.co/mpjDTd3agp,-0.018518518518518528
studio 519,if sehun strips on his next solo perf im gonna fucking skin a bitch alive,-0.16666666666666666
      ,RT @ninip2t: the sad moment when u realize it's actually monday tomorrow  ,-0.25
None,"I will have to change the entire fucking article if he bottles this 
FFS Roger!!",-0.46875
       ,RT @Reuters: The worst tanker oil spill in decades is unfolding across hundreds of miles of the East China Sea after an Iranian oil tanker ,-1.0
Hooping,Only Dark chocolate I like is a Man https://t.co/IzkdRTAfla,-0.075
None,i hate waking up this early naturally,-0.20000000000000004
           ,RT @milkysehun412: Sehun s ending ment..... well i am kinda disappointed of the fans today  ,-0.75
None,RT @asiafirstlove: tbh all i want is for exo to be able to eat without having to fear that the fans will become disappointed if they ever g ,-0.125
dnp,RT @danielhowell: i freaked out for a solid minute because i noticed a weird hole in my ear then i remembered it s pierced,-0.25
Orl ans - Valenciennes ,"RT @BabyAnimalPics: ""why dont u blow dry ur hair after showering?"" this is why https://t.co/kiexKYqFYt",-0.06666666666666665
None,RT @Raquel_Savage: But you saw half a titty and immediately thought of your unborn daughter naked so where do we go from here? https://t.co ,-0.08333333333333333
Vermont,RT @coleatealaska: I hope you fall down a flight a stairs and break your fucking neck,-0.37777777777777777
"Basildon, Essex, UK","Morning, I m back on duty      after a while with other @EssexSpecials patrolling #Chelmsford If you see us out and about, come say hello  ",-0.0625
  Republic,"RT @AustralianOpen: Overall tournament attendance: 743,667

This is a record tournament attendance, breaking the previous AO 2017 record: 7 ",-0.08333333333333333
Shropshire,Next Saturday I will be @HooleComCen with some paintings as part of the Little Birdhouse Arts Market https://t.co/Zyq0ZMjGhO,-0.09375
"Georgia, USA","RT @kelslewin: There is no sleep, there is only #MonsterHunterWorld 

All time spent not at work has been spent playing this game. ...I may ",-0.15000000000000002
090117,RT @leesokmin: (@TEAM97OFC) @JK97BTS @jvngjaehyvn @XMH0711 @xmingyv @97DSCW @Kun97Bam @winwinscheng @astroeunwoo_kr @ruftmeo @rlsclassy @eu ,-0.75
India,"RT @FCBayernEN: Do you ever take a bad picture, @jamesdrodriguez?    #FCBayern https://t.co/dw5NmSPgt6",-0.6999999999999998
None,@PastPostcard Am I the only person to find this deeply sinister?,-0.25
Sampdoriano a Malta,RT @elonmusk: The rumor that I m secretly creating a zombie apocalypse to generate demand for flamethrowers is completely false,-0.4
None,"RT @Jin_Butterfly: I was reading indirects about me and I'm known as ""that annoying jin fanboy dude that's always yelling about voting"" 

  ",-0.8
 Heart will always be in Yorks,RT @RCorbettMEP: Unfortunate that #Peston only has pro-#Brexit Tory MPs on the programme this morning. How about a Labour MP or a pro-Europ ,-0.25
Pakistan,"The divide is clear,

Qalam kay Muhafiz vs Others

SC Media Commission Report exposed how  secret funds  r utilised  https://t.co/DjnY7HvnFB",-0.15
"Narayanganj,BD","RT @httaepkth: IF 
U 
SEE
THIS
TWEET
PLS
RETWEET 
IT
DONT
YOU 
DARE
SCROLL 
DOWN
WITHOUT
RETWEETING
THIS

SORRY FOR BEING RUDE

#iHeartAwar ",-0.3185185185185185
"England, United Kingdom","RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
None,"RT @lastvibes: Tired of crying.
Tired of being broken.
Tired of pleasing everyone.
Tired of caring.
Tired of one-sided love.
Tired of prete ",-0.27777777777777773
"Scotland, United Kingdom",@LiterallyKap It just sometimes depends on the game your playing dude but I would t imagine it would have a big impact on joining a team,-0.2
None,RT @voguebami: 8PM KST! You did well Ahgaphoenixes! We worked really hard and I hope there are no biased awards bc we have proofs that we l ,-0.2916666666666667
B al Feirste ,Irish heart-throb Jamie Dornan reveals playing sex-obsessed billionaire Christian Grey prompts giggles at his daugh  https://t.co/tdVJougNvE,-0.016666666666666666
Middle America,"RT @wrongnowshutup2: No one gives a shit who you sleep with.

They do care about getting ""BAKE THE FUCKING CAKE BIGOT"" screamed at them eve ",-0.4
Birmingham," It s worse than I thought, it s lots of very long words  said Adam #thearchers #ambridge https://t.co/3iwgBWnB4J https://t.co/gSkaKuiH6T",-0.2325
Nigeria,"RT @SirWoley: I don't understand how the drivers on Uber or Taxify be rude to Yall.

I enter say my destination and he takes me there. We c ",-0.3
"Ohio, USA","RT @tribelaw: This is our reality, people. In less than a year, hackers from everywhere   including Russia, China, North Korea   will be ab ",-0.16666666666666666
Scotland,RT @Youngyy_: Nothin but a liar if you say you re no excited as fuck for this https://t.co/zyl5Gi30yi,-0.29375
None,RT @milkysehun412: Sehun s ending ment..... well i am kinda disappointed of the fans today  ,-0.75
she/her :) ,"RT @NCTEXTS127: [97  making weird noises]
ten: what are you doing?
jaehyun: our mating call
ten: oh? i have a mating call too
winwin: reall ",-0.3125
Nationalized from Pakistan,"Are you now entertained, all those who were moaning about a closed roof?! #ausopen #federer",-0.125
nct exo rv lvlyz kris jessica,"RT @nctzenunion_usa: [OP-ED] (3) Now let s talk about album sales.

#NCT proved the strength of their fandom and generated more album sales ",-0.125
South Africa,RT @icecreamLola: I actually hate men :),-0.15000000000000002
None,"RT @hollerbangtan: thank you for working hard:

  k-diamonds &amp; i-lovelies
  army translators
  army fanbases
  army update-rs
  army fansit ",-0.2916666666666667
"Matuu, Kenya","RT @AfricaFactsZone: In Uganda, white tourists refused to share the pool with a Zimbabwean Journalist, Leonard Makombe because he's black. ",-0.08333333333333333
Somewhere in Ireland ,"@stephen0toole Hate to say I told you so, but...",-0.8
"Washington, DC",@waltshaub @GOP @TheDemocrats I m a little weary of the  both sides do it and need to stop it!  lectures that crop  https://t.co/lg96Uhl89r,-0.234375
your boyfriend's room,why is everyone on my tl suddenly speaking spanish wtf what did i miss,-0.16666666666666666
None,"RT @PeterAskin1: Senior boy kitty ""Linus"" at Broward Co shelter in Fort Lauderdale FL has a rodent ulcer and badly damaged ears from mites ",-0.6999999999999998
"Roxas City, Western Visayas","RT @micahthepenguin:  Being in a relationship with someone, it s a relationship between those two people. And when you let other people in, ",-0.125
"Sydney, New South Wales",These triplets were separated at birth for a sick scientific experiment https://t.co/iXXzvZdfX9,-0.7142857142857143
bettina  ,i just want all of the pain and disappointment to end :):,-0.04999999999999999
Kobe CO/OK V  Kobe,"As I've tweeted several days ago, I'm not just angry. ""I'm outraged"". There is no ethics, no morals. Empty.  https://t.co/T1XyewKha7",-0.375
None,"RT @sairahussain87: FYI ""chain migration"" is not a real term. The actual term, written in the Immigration and Nationality Act, is ""family r ",-0.05
None,RT @_SailorKhandi_: Raise your kids right because if your kid does this mines I m fucking you up for doing such a poor job... in front your ,-0.17857142857142858
None,"RT @got7co: Thanks for working hard during round 1, I GOT7! See you next weekend for round 2. We will tweet the hardest, bestest, fastest, ",-0.10833333333333335
HALLYU WORLD,RT @Fatimapajj: So my mom and her batchmates had a reunion   And things got a little extra     https://t.co/HBs3AgpP0Q,-0.09375
None,I was in the Shang dept store. A group of fakebeasts walk in and tryna make some weird clapping noises. By God s grace they were kicked out.,-0.5
Leicester,"@McCarryJane There are groups like this all over the world, for me I had to explain to my kids about edl and other  https://t.co/pGnUKgdbbU",-0.125
None,RT @Loosertribe: [CONSTRUCTION RAPIDE] LEGO Nexo Knights : Berserker Bomber [FR]: https://t.co/JKn3Z0BPdb via @YouTube,-0.75
"Pasig City, National Capital R","RT @MariestellerCAP: See, how @MissMarisRacal gives importance to those who appreciates her? ""SHE KNOWS HOW TO WAIT""    
One of the endless ",-0.125
None,"RT @WelBeast: Wait a bloody minute mate, what's happening to Liverpool?    ",-0.8
lekki,"RT @its_roi: when I came to Lagos for the 1st time, I was in ajao estate and I needed to get myself to oshodi. I waved down one okada he ch ",-0.15555555555555559
None,RT @timesomething: Man I hate it when pools try to tell me I can t dive in https://t.co/T4OmBC9UvG,-0.8
Indonesia,"RT @jihoonjuseyo: 171117 Fansign

i asked jihoon to write me encouraging words when it gets tough in university later on;;    

 Im cheerin ",-0.19444444444444445
None,"RT @ElleJasminBlogs: I hate asking for help/support - so if my anxiety gets to such a point that I reach out to you, it s because I needed ",-0.4
SSP|WSJ,"RT @wtffell: I feel so sorry for the pm fandom, i apologize bc of fake fans from wdw fandom ):",-0.5
South Africa,"RT @nsibonise101: Lemme tell you why we are depressed
1. Varsity is expensive
2. Graduation seems impossible
3. Peer pressure is high
4. We ",-0.33555555555555555
"Accra, Ghana",RT @loyalgaI: being a girl is just so expensive,-0.5
None,"RT @__ODL__Ph: O.D.L Fact:

@__ODL__ 's logo represents the center of ""Seed of life"" symbol. The Seed of Life is a symbol for the Seven day ",-0.1
"England, United Kingdom","@queerkirishima I mean, the same thing could be said for the other side of the same coin. But really, there is stil  https://t.co/8Kb3kSkYNf",-0.0475
Germany / Philippines,"RT @TAERRlFIC: THANK U ALL WHO VOTED     i feel bad for not being able to vote as much as u guys im sorry BUT LETS CONTINUE VOTING FOR
@BTS ",-0.12499999999999996
"Washington, USA",hahahahaha I got drunk tonight and I have to work tomorrow and it s 3 am wow I cannot do this anymore,-0.06666666666666667
None,"RT @mbt2jd: This new condition known as The Trump Effect, has been diagnosed as a serious mental condition  
https://t.co/34UtkhWyaI",-0.098989898989899
"England, United Kingdom",I'm looking to do a voice over act for movie or game trailer.. anybody know of any companies that do it?  https://t.co/E1JQciTg8R,-0.4
None,RT @GeebsR: This is the funniest shit I ve seen all week         https://t.co/ORqwHS6Iah,-0.2
None,RT @papaseok: my fbi agent watching me stare at a pic of jin and crying https://t.co/JxPNYzSAgG,-0.2
None,"RT @BeyondBrokenDep: no i can't just ""get over it"" or stop thinking negative thoughts. you really think i would wish this on myself? you re ",-0.04999999999999999
semi-busy   ,"RT @snowberrytae: The way Taehyung removed his earpiece to hear Armys fanchants and his little smirk after did it, this is sweet and rude a ",-0.04583333333333334
"Saskatoon, Saskatchewan",@bgtennisnation Cilic has all the momentum. Could pull a Delpo and get W despite being down 2 sets to 1.,-0.15555555555555559
None,"RT @_diplo_: wow i wonder why a person who has kicked a woman in the face, broken another s leg, and has to pay models to hang out with him ",-0.15000000000000002
None,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
None,@SheriffClarke @Angelemichelle @realDonaldTrump Sheriff Clarke is a genuine bad ass.,-0.1499999999999999
+62,"RT @got7co: Thanks for working hard during round 1, I GOT7! See you next weekend for round 2. We will tweet the hardest, bestest, fastest, ",-0.10833333333333335
None,RT @finah: bitch fuck you https://t.co/VjB0t9aR8Y,-0.4
South Korea,@DaZieSien Aww. I hate you more.  ,-0.15000000000000002
None,"RT @mike_Zollo: WOW. @chuckschumer EXPOSED. You have got to be KIDDING me.

Here is Chuck Schumer a few years ago:

""People who enter the U ",-0.05
None,RT @ImCardiB: If an ugly girl say she can take your man you better believe her because that's what these dudes into now a days.,-0.09999999999999998
None,"RT @cchukudebelu: Yes, I want to be taught - but by genuine feminists; not by shrill, shallow, ""men are scum"" howling totalitarian absoluti ",-0.15833333333333333
None,"@AMDWaters I'm shocked...
https://t.co/UwBDzbEjFu",-0.7
Whenever jk s lil dimple is,"RT @hollerbangtan: thank you for working hard:

  k-diamonds &amp; i-lovelies
  army translators
  army fanbases
  army update-rs
  army fansit ",-0.2916666666666667
None,"Found a Transponder Snail!
What's inside? Mystery barrel's shocking secret!!
https://t.co/geNkFkNqZG #TreCru https://t.co/POapB1wuPk",-0.8125
None,RT @officialachey: Bukan taknak enjoy gila gila tapi bila terlampau happy I'll get afraid something bad will happen afterwards  ,-0.02499999999999991
"Reading, England/Accra, Ghana","RT @CNNPolitics: Jay-Z criticizes President Trump's vulgar comment about African nations: ""It's really hurtful because he's looking down on ",-0.1638888888888889
"Rio de Janeiro, Brasil","You got to breath and have some fun
Though I'm not paid, I play this game
And I won't stop until  https://t.co/CvqHLTZQ0s",-0.05000000000000002
None,"RT @bogosheepda: why is twt so ugly i deleted that tweet bc of a typo but anyways 

#BTSArmy #iHeartAwards #BestFanArmy @BTS_twt",-0.7
Kuala Lumpur,"RT @ThembaRumbu: Share Everyone, a coworker of mine. Her  little glittery phone case got a small crack in it at work while in her front poc ",-0.21875
None,RT @elonmusk: The rumor that I m secretly creating a zombie apocalypse to generate demand for flamethrowers is completely false,-0.4
laputa,RT @Zyphree_: i fucking hate my mind https://t.co/KI3clbK35c,-0.8
India,"RT @M_Lekhi: Tributes 2 Lala Lajpat Rai Ji,who was killed 4raising slogans against Imperialist British.Such sacrifices brought Azadi.
Why S ",-0.2
"Hanoi, Vietnam","RT @btsvotingteam: [ REPLY CHALLENGE ]

Let's aim for 7,000 replies 

Can u make it before 7 minutes?

The faster we can do it, much better ",-0.125
"Scotland, United Kingdom","RT @EU_Commission: ""This is a day to firmly condemn hatred, bigotry and antisemitism in all its forms."" @JunckerEU #WeRemember https://t.co ",-0.2
None,I ve wasted my nights...,-0.2
Australia,"98 days until I touchdown in Cape Town, South Africa... 99 days until the city's expected to run out of water... Co  https://t.co/taYBZQX2a5",-0.1
None,"RT @sehunownsme: EXO members said the secret to their (unwavering) popularity is that they have a family-like relationship w/ each other, a ",-0.2625
  ,RT @milkysehun412: Sehun s ending ment..... well i am kinda disappointed of the fans today  ,-0.75
None,"RT @RanttMedia: On red alert days, the entire population is advised to stay inside because the air is too dangerous to breathe.

That is no ",-0.19999999999999998
bieber,"RT @typedbieber: People saying the song is Lu s Fonsi and Daddy Yankee s so technically the Grammy is theirs and not Justin s, I mean, it s ",-0.15625
Decaying empire,"RT @katelinthicum: On the streets of Honduras today. There is so much anger at the U.S., which supported a presidential election many inter ",-0.09999999999999998
watching bts being themselves,RT @kthjnnie: yall have to unfollow vantaekim now idk why yall still hype her problematic a s s there are other unproblematic translators o ,-0.125
United Kingdom,RT @JaquesTowaki1:      (on a 3 point scale!!!) https://t.co/TijydfV10U,-1.0
"Colorado, USA","Paul tells us to  say with confidence,  The #Lord is my helper, and I will not be afraid.'   https://t.co/tJRQ2duGqM",-0.6
None,RT @MemesSurreal: Be wary of their H E A R https://t.co/g6S0RlcpBI,-0.5
  VOTE FOR BTS (   ) ,"RT @thebtsmutuals: [ @BTS_twt ] 

rt if u love jungkook , follow whoever rts 

#TwitterBestFandom #TeamBTS",-0.125
"st, t p, + more ",@paralyzedImj good morning i hate you,-0.050000000000000044
None,RT @PINKfantasyyy: Settle down in Texas  https://t.co/qAEfapJMV4,-0.15555555555555559
Hell,RT @DailyVibes_: i m not afraid to try again. i m just afraid of getting hurt for the same reason,-0.09999999999999999
SAC ,RT @eyysma1: So this girl passed away just after 3 days of her Nikkah. The doctors said that someone poisoned her and her husband .. I thin ,-0.4
None,"RT @Fact: Deja Vu occurs when your brain tries to apply a memory of a past situation to your current one, fails, and makes you feel like it ",-0.2125
malaysia,"RT @vantaekim: yoongi: i ate so much food lately, my mom was watching [me] on tv and told me i look like a boiled dumpling

#iHeartAwards # ",-0.04999999999999999
"Savannah, GA & Hilton Head",@lineslly @cabeyointoit NEVER BE THE SAME by @CAMILA_CABELLO is playing in a few on 97.3 KISS FM Listen &amp; Vote https://t.co/K7Ov2GRCEV,-0.1
ur mom,RT @0MrArianaGrande: Can someone pop up in dms got a confusing question   #ArianaGrande #Arianators #CamilaCabello #Camilizers https://t.co ,-0.3
"Jaipur, India","RT @NeerajD19801980: #       _  _       
On the Saint Rampalji, the Haryana government could not prove even a single charge in three years, ",-0.07142857142857142
"Las Vegas, NV  ","RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
"Cardiff, Wales","RT @ImIncorrigible: Apparently, no one is going to cover this story today.

I wonder why?

#CashForBrexit

#peston #marr #bbcsp #paterson @ ",-0.025
None,"@qprmicky @buddy_hell As I said,  a small majority .  You re the one who changed it to  small amount ",-0.25
"New Delhi, India",I'm angry at Rog,-0.5
N.City // Ph  ,"RT @NCTEXTS127: [97  making weird noises]
ten: what are you doing?
jaehyun: our mating call
ten: oh? i have a mating call too
winwin: reall ",-0.3125
"Savannah, GA & Hilton Head",@KarlaCamilaLove NEVER BE THE SAME by @CAMILA_CABELLO is playing in a few on 97.3 KISS FM Listen &amp; Vote https://t.co/K7Ov2GRCEV,-0.1
India,RT @voguebami: 8PM KST! You did well Ahgaphoenixes! We worked really hard and I hope there are no biased awards bc we have proofs that we l ,-0.2916666666666667
None,"Guys, my little Ziggy went on a date   finally! It s been a long season man! #TakeMeOutMzansi",-0.08333333333333333
uk,"RT @freespirited_p: .@jeremycorbyn said that he took money from Iranian Press TV ""a very long time ago"". 

He is an outrageous liar.      ",-0.5325
No Lists Please. ,"RT @WestmonsterUK: TOUGH: @realDonaldTrump would take a hard negotiating stance with the 'unfair' EU.

He's promising a bumper trade deal, ",-0.2451388888888889
"Kwaggafontein A, Mpumalanga","RT @kagisolatane: The way @MrCashtime just summed up the whole SA rap scene in a few lines is just insane.
Bars on Bars, one take,    #MS2 ",-0.3333333333333333
"Berlin, Germany","That sinking feeling when you discover, far too late, a single, unified dataset that would have saved you hours and  https://t.co/ttHAMiBmlG",-0.09047619047619047
None,"All these assholes, like their running small country dictatorships unto themselves. Roll in Military. Occupy. Resto  https://t.co/rQbGnXUBkp",-0.175
None,"RT @The_YUNiversity: Without further A DUE    

Without further ADIEU    

Without further A DEW    

Without further ADO = without delay   ",-0.025
"Savannah, GA & Hilton Head",@MarianaSant88 @Agnezcabello NEVER BE THE SAME by @CAMILA_CABELLO is playing in a few on 97.3 KISS FM Listen &amp; Vote https://t.co/K7Ov2GRCEV,-0.1
wonteuk,@evieviesa @teuuk THIS IS WHAT I MEANT WHEN I SAID HE WAS A TEASE HES LITERALLY SMILING TRYING TO END US FUCK HIM,-0.4
          ,"RT @saloniyamona: #Kasganj
#Bollywood_    _   
Film industry affects the youth a lot. And now a days this industry is leaving negative effe ",-0.3
West Hollywood,"RT @Rich_Harris: Tens of thousands of celebrities, businesspeople, musicians, models, porn stars and 'influencers' bought millions of fake ",-0.5
None,@billrice23 @StrettyNews Find it odd how people have suddenly said he loses the ball a lot. Have they seen mhiktaryan??,-0.15555555555555556
"Melbourne, Australia","@lisacubela @Gina_Liano Well, that's just it - we don't. Racist slurs are illegal under the provisions of the Racia  https://t.co/bCgpDeW7pX",-0.5
None,"@2xEmily Hmmmm jealous?   I saw another girl posted a pic with momo, she didnt get the hate?",-0.8
Ireland,@ru13by @RTfeet @RTfucker @RTsubby @robsub24 It won't let me post it unfortunately. I get shadowbanned every time I try,-0.5
OT9 ,RT @milkteu: i m just feel so.... sad and upset right now. sehun s expression when he did his ending ment... he said he already knew what t ,-0.10714285714285715
     0104,"RT @rumidizzee: i didn't realize that ""idiot sandwhich"" was from a sketch for a late night tv show i honestly thought that was just a thing ",-0.1666666666666667
BH 203,"RT @ninavdwoodsen: I KNOW I HAVE FRIENDS BUT, I FEEL LIKE I HAVE NO ONE TO TALK TO, ABOUT THE SHIT THAT GOES ON IN MY HEAD.",-0.2
Nigeria,"RT @peekaymila: Hi Guys,
I have this beauty for SALE.

Ford Taurus, 2013 limited edition with Biturbo engine.

Mileage: 15972miles 

Price ",-0.07142857142857142
None,"@DimpleAtra @TrueIndology @Twitter I follow @TrueIndology , but since at least a month I get very few notifications  https://t.co/tZKPx4dv1S",-0.28
"Salta, Argentina",RT @fenuhealth: A lot has happened for @fenuhealth during the past year - here is our 2017 review. #BornFromBTYSTE   https://t.co/f8i0L6mnmh,-0.25
