Location,Tweet
None,Take a ride for free w the LYFT app. Use credit code LICK for free rides credit. #hamilton #somethingrotten #PhantomOfTheOpera #lemis,0.4
DTX  Oklahoma ,@TheRealGahri That s a sign https://t.co/AvrxLZOZK9,0.0
Ig: syarahradzi,"RT @Jdxthompson: As a student the most comforting words you'll ever hear are "" I haven't started either""",0.5
None,RT @JudicialWatch: Judicial Watch asked a federal court to unseal the depositions of #LoisLerner &amp; top aide #HollyPaz of the #IRS. Both pla ,0.5
"Kaneohe, Hawaii",It was an #Education kind of week w/@HawaiiCharters &amp; Connections PCS visiting the Capitol; as an alumni always ama  https://t.co/AMhxNNf2pk,0.6
None,"RT @seiyoko_: first traditional animation!! (aside from the bouncing ball thing lmao)

we were asked to draw a creature &amp; pass a copy to th ",0.2833333333333333
  ,"RT @ATTORNEy0804: I LOVE GOT7 BECAUSE THEY ARE GOT7! AS SIMPLE AS THAT!
#TeamGOT7 #TwitterBestFandom",0.3125
       ,"RT @highonstelena: i love THE deckerstar family.  
#lucifer https://t.co/KUF5DY6cDH",0.5
Cruisin,RT @prszm_: bet your wcw doesn t have a 5on head on grind #FaZeZara,0.0
1/2 of    ,but did jaebum keep his mullet in the mv because i still have mixed feelings about that hairstyle https://t.co/nkJELyec8I,0.0
Shire2Ave ,"her: hey big head 

me: man ion want yo rock head ass i want yo momma  ",0.0
"San Antonio, TX",I m watching a movie like if I don t work at 8am tomorrow,0.0
Denmark,"RT @WhatCraicNiall: I love you best when you are just yourself @NiallOfficial 

#iHeartAwards  #BestLyrics #SlowHands https://t.co/62WQCcxO ",0.75
somewhere on Earth,And it's a not out,0.0
New Delhi,RT @FarOutAkhtar: Attacking a school bus is not an agitation. It is terrorism. The people who did it are terrorists. Please refer to them a ,0.0
None,I m really a loner       so used to this ...,0.2
"shawn,, ",RT @JackJ: Me and Gilinsky did so many drugs last night. I should probably clarify that we both are sick and they were over the counter. Le ,-0.07142857142857144
South Africa,RT @CulpritEnter: Nothing like sitting next to a mzalwani who doesn t even use the index nomore.  She be side eyeing you when you trynna fi ,0.0
None,"@inameitlater   well... You were kinda asking for it, lol and I'm pretty sure you'll have quite a few OTP s. Also i  https://t.co/XZMXJM1iMA",0.3375
None,RT @finah: bitch fuck you https://t.co/VjB0t9aR8Y,-0.4
London,RT @ColleenBoykin1: This powerful photo was taken in 1945. A train full of Jewish prisoners was intercepted by Allied forces. This is the m ,0.21666666666666665
"Indiana, USA",@EllieWilliamsHP it's 4:15am in Indiana and idk how I'm still awake lol... but yes this is boom boom tennis!   ,1.0
"Auckland, New Zealand","@Hudsonsan And if there really is a hole to fill, you have to hunt down the highest quality filler possible. Not any old thing.",0.03611111111111111
None,"RT @everlasting506: [TRANS/FAN ACC] 170128 Elyxion in Saitama - #BAEKHYUN

There was a part when they wanted to listen to the screams of ea ",-0.75
"Los Angeles, CA","RT @broimsosad: i m not afraid to try again,
i m just afraid of getting hurt for the same reason",-0.09999999999999999
                       ,RT @kthjjg: i died 20 times watching this fancam  https://t.co/HTn5kBbanq,0.0
 not there,   RT @omgcamron: If i don t go get some dick tonight imma be mad,-0.625
None,oh shit wrong page   i m weak  https://t.co/IhHjAXp0SY,-0.35833333333333334
None,"RT @SuzukiMotorsPH: Raider R150 Summit 2018 
Legendary: A New Story of Supremacy Begins

#RaiderR150Summit2018 https://t.co/6to2ecZqSV",0.5681818181818181
None,@twittwirp @BenMcColl1972 Jones and Roberts I like. Unpopular opinion though I though Hyndman was a bit too soft,0.1
None,"RT @futurism: Shoot smooth video and stunning photos with a powerful, lightweight drone. https://t.co/qNnqt2YSSM",0.39999999999999997
None,"@stonecold2050 @damienmiller Beside that, I don't think uncontaminated is correct. Fish shit and piss in the sea all the time.",-0.2
"Ogden, UT",I truly wish I was joking https://t.co/FlIbhpPetv,0.0
"Melbourne, VIC",@ktdenise A huge amen to this,0.4000000000000001
None,"RT @marscellgab: best pulak on @Twitter di Pc. Eventhough, it's a little difficult to type it in a fast way but, it's fun ! i can see and r ",0.1775
"Fredericia, Denmark","@calculush No expertise on that on my end -- good or bad. To me, it's a horse tranquilizer.",5.551115123125783e-17
None,RT @djbarneyuk: Feel bad for women like why the hell are tampons so expensive?! I swear they didn t ask for their vaginas to destroy themse ,-0.5083333333333332
"Las Vegas, NV",RT @se4realhinton: because I am a stone cold bitch https://t.co/kahsnvagMh,-0.6
None,@Lazallana I think you might be second after the board at West Ham!,0.0
nairoberry,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
Lost,"RT @s_u_g_s: females be like:

1. i am a feminist i support my sisters we have to stand strong together

2. she is a bitch, she is a hore, ",0.4333333333333333
Riva del Garda,"@birtymotogp Well, last year only Vin was always on top. Today Vale is impressing me a lot, he found the rhythm alr  https://t.co/CCh210kzvk",0.16666666666666666
None,@Mixtapem8 Is that a good thing or a bad thing?  ,5.551115123125783e-17
Slipped up to the local,"I mean I fancy a bit of a flutter. But I tell you what, I got a bit jack of doing me brass every week!",-0.390625
GOT7   A.C.E   BLOCK B   BTS,RT @kpopredictions_: GOT7 Jinyoung will be in a new drama.,0.13636363636363635
None,"RT @weiwei2358: #JacksonYeeGrammys2018
#GRAMMYs   
           
Jackson yee       
An 18-year-old Chinese boy 
I like his voice and his song ",0.0
None,I want GOT7 to see a sea of green birds everywhere  GOT7 #TeamGOT7 #TwitterBestFandom,-0.2
1600  ,@xoangela_ it was a yes or no. not no damn emojis,0.0
      S.C.NANA NET&   CFC1289 ,"RT @DLanon: physical differences between how i try to draw biki and kiri:
hibiki is more stocky and compact
kirika is leaner https://t.co/K ",0.25
S 33 53' 0'' / E 151 10' 0'',@danoot Is it a cacodemon smoking a cigar?,0.0
"Danville, VA",I m Really Pissed Fr ... Jionni Wanted To Play &amp; Stay Up All Night &amp; Now I Can t Fuck Sleep This Shit Happen Every Fuckin Night  ,-0.13333333333333333
United States of Confusion,@SafetyPinDaily We have several families here in PA and I have invited any Puerto Rican to use my address to vote t  https://t.co/UkRjiqoTUX,0.0
"Pune, India",RT @thephukdi: someone is giving a good time to dhoni https://t.co/V7fqDdvALI,0.7
Tanzania,"RT @Hella_N: How you know you are a Tweleb:

1) You need to have trended on the top trending Accounts in your country or others at least on ",0.1
None,@murganchilders I m triggered,0.0
Boopie Town,I added a video to a @YouTube playlist https://t.co/ZKnlvv5TT4 RiceGum - I Didn't Hit Her (TheGabbieShow Diss Track) (Official Music,0.0
Neverland,@kywo_wen I CANT DOM SHIT THO BUT YES YOU RE RIGHT WHAT WAS I THINKING,0.042857142857142844
Los Angeles,"Also, shoutout to autocorrect. I feel like iPhones have breathalyzer and knew instantly that it needed to earn it's money in this rant.",0.0
None,i love rick and morty,0.5
jayla   jay   nathan   core,@wtfrick I MISS U,0.0
None,RT @dog_feelings: i had a long talk. with my fren. about how to spot. a fake ball throw. the optimal strategy. is to follow the ball. with ,-0.275
"Perth, Western Australia",RT @SUPAusyd: Mel talking herself up like a pro #napsacongress #noshame,0.0
wirral,RT @bardspee: i collect pictures of fat cats here are some of my finest https://t.co/D8R4lCDy8b,0.0
None,RT @CauseWereGuys: I love monsters inc.  https://t.co/xMGrutInfH,0.5
westeros,"Will talk talk about:

(1) conditions for a credible charter change; 
(2) the constitutional requirements; (3) alte  https://t.co/kwOsqXQWjd",0.4
None,Woah jumping out of a plane eek that's scary   #ImACelebrityAU,-0.5
aloha state,RT @lilbratzzdoll: Oh bitch wait a minute...... https://t.co/zDxhKnclAt,0.0
None,@Janicenwt OH CHEY I WAS V CONFUSE AHHAHAHAHAHA,0.0
None,Helped nearby drivers by reporting a car stopped on the shoulder on SR-51 S on @waze - Drive Social. https://t.co/MVdBwcRadn,0.03333333333333333
"Panama City Beach, FL",i    bae who ain t my bae : ),0.5
None,i have too much energy tonight,0.2
Milky Way,"Reposting @veryhungrytraveller:
Chile! So lucky we had a warm sunny day to hike and explore the #mountains #rivers  https://t.co/3DHlQ6PHR1",0.4666666666666667
Japic Mars,"59% of high school graduates will never read another book.
I bet it won't be these kids! https://t.co/7gGmzSgPOO  https://t.co/Uf3zlWbC1F",0.2
Indonesia,"RT @vantaekim: jimin: christmas is tteokbbokki! merry christmas
yoongi: why is that important its a day where we re working

the difference ",0.4
None,RT @Cveggiess: Far too many people forget about this thing called the present moment....too focused on a future that isn t even guaranteed. ,0.15
"shawn,, ",RT @JackJ: I don t get the phrase  I slept like a baby  aren t babies notorious for waking up in the middle of the night and shitting thems ,0.0
Manchester,@DrMarkNuttall Scousers lack a basic sense of proportion.,0.0
"Charlton, London","RT @KidCasteel: On #HolocaustMemorialDay I remember Marie, Oscar &amp; Lillian. They were my friends. #SilentNoMore #NeverAgain https://t.co/yv ",0.0
None,RT @dianajiole: A concept: https://t.co/Xvtbve9kDE,0.0
"Colorado Springs","To stop biting your nails, dip them in nail polish remover as it has a bitter taste.",-0.1
None,"RT @_Kyra: Rihanna at Mamo wearing a $3,465 Rochas Georgette Gown &amp; @Dior's Summer 2017 $2,858 J'ADior Flap Bag   https://t.co/J4dDajzcdE h ",0.0
scarberia,RT @iNeeedMoneyy: They really had me believing you was a man when I was in middle school. Smh https://t.co/zxjfIy0aHi,0.1
Tuscaloosa,when guys grab ur face when they're kissing u....mmmmmm thats what I luuuuuvvvvv,0.0
fran aise   Melbourne,@blackbirdbread Yes today we reached 41 c outside! Ok so maybe after 4 days I will try to use it. What do you do wh  https://t.co/OnOhy6piob,0.25
Ghana,RT @phuckbottom1: Wanna cuddle with a phatass bottom and this thick anaconda snuggled in between those ass cheeks     ,-0.30000000000000004
India,RT @atahasnain53: I have often said Pak's strat space is too crucial.A balkanized Pak may  be even worse. https://t.co/OFjNTIPnxh,-0.4
PARADISE // ALLCOAST GUAM USA,@k_krews I believe in you Kev! Keep moving dawg     ,0.0
"Yogyakarta, Indonesia","RT @vantaekim: Q. are there any lyrics you feel content about every time you sing it?
jungkook: in the song 'sea', there's a part where it ",0.0
working out,"when you google  how to get a six pack fast  because you want to get  ripped  for spring break,",0.2
None,RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Target exclusive HeroWorld Glow Freddy and Foxy Freddy 2-pack! https ,1.0
"Ibirub , Brasil","Followers - 18, Unfollowers - 7. I didn't know it'd be this simple. Get your weekly stats via https://t.co/WrNtU7u9SZ.",0.0
Rome,"RT @Lmao: My Crush: *tells a joke*

Me: https://t.co/XQgIfBMHhi",0.6
"Dubai, United Arab Emirates","RT @YourFavvBaddie: When Sza said ""I moved on for the better, you moved on to whoever"" sis said that.",0.5
"Los Angeles, CA",@Zok18plus FAM I LOVE IT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/8lH93y6aOv,1.0
Albuquerque,@jaypapers_ I m crying at how ignorant this is      People in 97 are turning 21 this year,-0.2
None,"Get u a girl na....

(a thread)",0.0
None,"RT @IcePrin25389476: Moon u 
#TeamGOT7 
#TwitterBestFandom https://t.co/Bb9Nn2kFOq",0.0
None,BECAUSE HE IS THE CUTEST THING EVER https://t.co/jSbKrHvb3E,0.0
Leftwing free space,RT @nick_ayers: I ve been close friends w/@nikkihaley for more than a decade and watched her endure/overcome a number of false rumors about ,0.04999999999999996
India,"RT @TheToddWilliams: [blind date]

HER: I'm a ghost writer

ME {trying not to look too scared}: When did you die?",-0.625
"Todmorden, England",RT @BirnieTina: Knew a soldier who had been part of the relief of Belsen.  He said it was simply unbelievable that people could be so thin ,-0.325
None,"@ExquisiteKazama he was welcomed by her sudden embrace, which made him jump a bit. With her chin soon resting upon  https://t.co/MRJyy7VyM6",0.0
None,"@shanselman @SunFounder2 Price seems very ""reasonnable""... I'm definitely still a kid in my brain ^^ 
#musthave #IoT #Geek",0.1
SFV,RT @WORLDSTARVlNE: WHEN BAE SENDS YOU A SELFIE https://t.co/QYfaq1rNu7,0.0
"Atlanta, GA","RT @ZeeNews: Aamir Khan and Zaira Wasim starrer Secret Superstar has had a glorious run at the Chinese Box Office.
https://t.co/amiT5XQFt8",-0.2
the internet,We've been able to the world's a cool dude.,0.425
satx,Someone dm me or link me when the eng subs for the second ep are out thank u,0.0
my business,RT @makeupbyshaniah: Y all...when i say i m weak asf   https://t.co/ABwAUjKAFE,-0.375
None,"&lt;a href=""https://t.co/VAGfiZTJW5  https://t.co/BNl9ALVI6T",0.0
"Austin, TX",RT @CamTheTSTMKR: Yo I need everyone in these cities to pull up on me and that boy @ThatKidEvo https://t.co/lXXIgTVZ9m,0.0
 Somewhere Between DTX & ETX,I live for that shot I Be rollin in prime time traffic with a blunt https://t.co/b9ADNNZH0x,0.13636363636363635
kualalumpur,How to make a homemade teleprompter https://t.co/TMTpG770Tl via @YouTube,0.0
"Florida, USA",RT @whotoristrikes: When my friends laughing at the outrageous things I say but I m dead ass..... https://t.co/sM8zZoAyBF,-0.6
#BIBOGENUS   315 ,HEOL. SHOOKT. AND THERE ARE STILL SO MANY UP THERE. https://t.co/L5F95OEcx3,0.5
  ,@ofctae_ U were not sleeping?!   omfg,0.0
"North West, England",RT @annecater: I love    my magical gift box with my copy of #TheCottingleySecret by @HazelGaynor. RT to be in with a chance to win one too ,0.6
None,@18DByrdGang @RealMikeBennett Well they could ve both hung around waiting for GFW to finally execute its lifecycle  https://t.co/FEl1lYt888,0.0
None,Hit the link for a chance to win an amazing XPS 13 (9370) laptop from @WindowsCentral! https://t.co/v2o65Um5Uj,0.7750000000000001
None,RT @goldenjungkie: IM NOT EVEN KIDDING WE SHOULDNT LET OUR GUARD DOWN WE NEED TO LEARN HOW TO BALANCE THINGS I DONT KNOW HOW BUT WE SHOULD ,-0.15555555555555559
"Kenilworth, England","RT @SABrowesRN: Fantastic, swift and person-centred care for my partner this morning by amazing @TeamNUH ED (inc @QMCEDACP) colleagues. Rea ",0.5
Houston,RT @FredKatz: Quality defending pick &amp; roll changes too. Roberson puts guys in a bad position so quickly that they rush passes to roll men. ,-0.18333333333333326
Fort Smith NT,I want to let go and fall for you,0.0
None,@galaxychris_lol hi pls dm me i can t dm u,0.0
       ;      /    ,"RT @cloudyshua: When I walked to the bus station, I called Jamie and talked english for the whole time because I was less frightened then",0.011111111111111118
None,@JuanFoyth_ It s alright but it s of a shite player,0.0
     -     ,"RT @DefenseUnits: #YPJ fighter Avesta Khaboor blows herself up and destroys a Turkish tank in Jandaris district, #Afrin. January 28, 2018. ",0.0
None,"RT @riccixjr: how ANNOYING! is it when you send a message that makes PERFECT sense and the reply is ""what?"" what do you mean what fucking r ",-0.228125
None,"RT @flrnsdef: i'm not ready yet for kambek :')
#TeamGOT7 #TwitterBestFandom",-0.1
None,"RT @CurlyHeadJackyy: A good relationship with your future mother in law is important, so naturally i want her to love me. https://t.co/flR3 ",0.34
             ~~,RT @ikonstype_: i m here already!   https://t.co/FxnJbuZVcP,0.0
"16, latina ",I ve been thinking that I think too much,0.2
France ,RT @claredale12: @angelseti Good morning gorgeous. May you have a fantastic Sunday.    https://t.co/34nF7Giq1N,0.6
None,RT @JesseniaJazmin_: When ur man gets a haircut and hits your phone with selfies and he looks SO GOOD BUT YOURE NOT THERE TO KISS ALL OVER ,0.7
HESHIN OUT THE BANDO,I WENT TO HIGH SCHOOL WITH TOM SEGURA https://t.co/iVWkJDFyOg,0.16
"San Francisco, CA","RT @TheWeirdWorld: English is a difficult language. It can be understood through tough thorough thought, though.",-0.2962962962962963
None,@Tom_EllisFans Cofee? I'd say hot chokolate   ,0.25
Diyan lang sa   mo ,RT @unseenhugots: I've decided to let everything go. Including you.,0.0
"Grambling, LA",RT @LV_Sports: Always trust in God. He has a plan for you.,0.0
None,"RT @Mix9_official:  When I think about  MIXNINE,  there are so many happy memories, so I am sad about saying goodbye. I thank everyone and ",0.26666666666666666
India,"RT @amitsurg: Another leftist myth being busted by painstaking work of archaeologists. Purana Qila, supposedly built by Sher Shah Suri, pre ",-0.05
"Alaska, USA","RT @awkwardposts: me at school: when i get home im gonna be productive 

me at home: good nite",0.7
Melbourne,"@pauldowsley7 I like the top end of Collins Street . The other end , well just look at it.",0.1875
Los Angeles,I can say this. Wine drunk might be a thing to discover as old me. I might ve been a man-whore had I learned this a  https://t.co/t21IPEAhm8,-0.2
"Abuja, Nigeria","RT @EyoDegree: Please is it wrong to stop a Taxi  
Greet all d passengers   and leave?  https://t.co/LdKBbhF6m7",-0.5
BAY x UPLB x LAGUNA,Happy Birthday @lara_ginella! I miss youuuuuu!    *huuuugs*,1.0
None,"RT @crazyonhope: 180125 SMA        HQ

To be human is to love
Even when it gets too much
I'm not ready to give up
Sia To Be Human 

With ti ",0.12
Chasing paper $,Exactly 2 months till my birthday and I ain t even excited or planning on doing anything      ,0.3125
None,"RT @NatBatsx: DUP 3 days ago : Its a Canadian court case. Nothing to do with us.

DUP now : We saved you all. 100% pure DUP effort. #Bombar ",0.21428571428571427
Manila City,"RT @lizasoberano_ph: LEGENDARY
A New Story of Supremacy Begins

Royal Arrival in the Philippines

#LizQuenSuzukiRaider https://t.co/Q7xNgEp ",0.5681818181818181
       sunny california,I WILL NEVER ASSEMBLE FURNITURE EVER AGAIN IM PAYING SOMEONE TO DO THAT FOR ME IN THE FUTURE,0.0
"Pretoria, South Africa",RT @montbeauton: @jr_mordecai @Gavuza88 @Khanya_M3 @Jackie_Chan23 @DeeLiscious @FabioTheGreat_ What i see is blacks going into white spaces ,0.0
None,"RT @choi_bts2: A Korea media asked about new album, Suga said it s not time but he added.

Since when I was kid I ve thought about  Happine ",0.13636363636363635
None,RT @_likethatsun: I asked Bang Chan to promise me that he will always eat well and have enough rest because I worry about him a lot and he ,0.0
N 29  44' 0'' / W 95  28' 0'',"Reading, Podcasts, Music, Traveling, working is all I care about doing in 2018. All the rest of the distractions can fade away",0.0
None,RT @Limateee: @elonmusk Have you seen the anime series  Terraformars ? Please don t send cockroaches to Mars to start the Carbon cycle beca ,0.0
"Arizona, USA",RT @ManyVids: A huge TY to @hollyrandall for passing by the #MVBooth today! Was so nice seeing you again! #MVGirls simply being their perfe ,0.4166666666666667
None,Just posted a video https://t.co/H5d7031zKg,0.0
Australia,RT @MamaTealPhoenix: @NLouie1990 @upsidelover @KingLWTPromo @LouisPromoSquad Do they have evidence for that statement? Please check the iHe ,0.0
6ft under the stars,"RT @biticonjustine: those people making videos of themselves eating on youtube and instagram are so smart. they literally eat good food, ma ",0.45714285714285713
None,"RT @rkgkikko: About to repost my (our/Japanese) artworks.
Please read it. It's a serious problem. I think, almost Japanese artists don't al ",-0.16666666666666666
Melbourne,"@kcarruthers @laureningram The ""I'll show these young whippersnappers"" syndrome.",0.1
Cola Bound   ,"RT @tolu_augustinee: i said ""why is he assaulting this blind man???"" ...then it hit me lol. https://t.co/tI2JCbmPrx",0.15000000000000002
                ,"Followers -2, Unfollowers - 0. I didn't know I was this awesome. Get your daily stats via https://t.co/KKPwUAmTpb.",0.5
None,"RT @Armys_Crew: ""Dream,wherever you are will welcome you""
""Dream,though your beginning may be humble, may the end be prosperous""

I love th ",0.3666666666666667
"Fremont, CA",RT @foodandwine: Le Creuset s new Mickey-inspired collection will bring a little mouse magic to your kitchen: https://t.co/h29GDHke5R https ,0.14962121212121213
Australia,@OptusStadium seriously unimpressed by the security here. Sitting behind a bunch of very drunk guys who can t sit d  https://t.co/WVBxLjPzRs,-0.4611111111111111
None,I will be good tonight and other nights for GOT7  GOT7 #TeamGOT7 #TwitterBestFandom,0.2875
None,"RT @NoraNoracampos: ""Riding a race bike is an art - a thing that you do because you feel something inside."" 
#ALDUBFeelTheLove",0.0
"Nova Scotia, Canada","@ballygrant @SpnFrance @s_verasani @Alianka11 @RockMomSPN @JillyGoss @FleurDeGaite @StephaniePf13 Morning all, I ho  https://t.co/BLQM2fbLOf",0.0
"New Delhi, India","RT @Chellaney: India, which spurned a US suggestion in 1950s that it take China's vacant UNSC seat, thought that if it sought peace, it wou ",0.0
None,RT @SecretGarden2BW: My convo with Dara in Filipino. Hahaha   I was still out of breath that time cuz I ran from the subway station..and I ,0.2
None,RT @didcot_animal: Very desperate now to find land for our beloved animals have only 9 weeks we need a miracle    https://t.co/6tU4SPySLS,-0.02666666666666669
"Sheffield, England","@pjridders When he was on loan at Oldham a few years ago he ran things, can t believe we didn t go in for him, peanuts as well",-0.2
           ,RT @dabgodfelix: who the hell decided that giving hyunjin specs was a great idea???? srsly??? bc it's more than just great it's the Greates ,0.7000000000000001
"Liverpool, England","RT @Alfiesarmy16: Last night I was tapping alfies dummy to see if he would chomp it then said to him spit out, some may say it's coincident ",0.0
None,lol i haven t got reply back since 5:50 basically sooo if you don t hear from me for a cool minute tomorrow you kno  https://t.co/yzNTRfqo8H,0.3833333333333333
camp half blood,i'm that person who have never watched the movies but have read the books,0.0
None,u were my cup of tea but i drink champagne now,0.0
"Blythewood, SC","RT @LowKei_: Bey: I hate my twins.

Mariah: OMG bitch, me too!!! https://t.co/RlnGDS850E",-1.0
None,"I won't cry, I won't cry... No I won't shed a tear...
Just as long as you stand, stand by me...",-0.05
BTS,@perijayla @KarkiiBangtan1D @parkchiminssi @bangTANGINAXBP @fanaticwhims @winteranne @ChaMoonNamJin @pranjalpitre  https://t.co/wubQ57384l,0.0
south Yorkshire,RT @MilfSlutFashion: Love this selfie..Good Morning...Sexy Sunday....I am feeling a bit 'chesty' this morning! Hope you are too! These #mil ,0.78125
"England, United Kingdom",RT @SeaGemsUK1: A great necklace made from natural seaglass  found by the coast from my @Etsy shop #handmade #beach #coast #ValentinesDay # ,0.45
mud,"RT @jintellectually: namjoon kept saying he was really nervous about the part where he walks across the stage and changes his jacket
he sai ",0.2
jin s pajama with odeng,"I KEEP GETTING LOCKED HAHAHAHA

#SoompiAwards 
#TeamBTS 
#TwitterBestfandom  @BTS_twt",0.2
 Overland  Park KS,I added a video to a @YouTube playlist https://t.co/NbaSJbukZf REVIEW: X-Carve Upgrades and Aluminum Milling,0.0
"Fafe, Portugal",RT @vinnycrack: My parents had The Beatles and I got this fucking fruit loop headass https://t.co/J2HSH2bkp4,-0.6
wannaone's heart,"Yohi water and mexicana chicken. Can i just all ?

#TeamWANNAONE #TwitterBestFandom #SoompiAwards https://t.co/PB74hPNoqH",-0.6
None,@metindone @ydh2101 Hi Can I post your photo on facebook?,0.0
None,RT @AshaRangappa_: THREAD: Excellent piece by @rgoodlaw on the pattern of deception across the Trump campaign. It's also a reminder why the ,1.0
GP-ZA  ,"RT @NalediChirwa: Portia Modise 

She's scored more international goals than Messi and Ronaldo and her records in our own country, remain u ",0.3666666666666667
None,I am awake. Slept a little too early lol,0.23750000000000002
None,RT @nbcsnl: Describe how you feel about tonight with a Will Ferrell gif and #FerrellOnSNL. We ll retweet our favorites. https://t.co/JqeoR3 ,0.0
None,"RT @yourgoddessanna: Planning a whole day of sessions. 
 hard days work for a goddess :) 

First visiting Camden... if you slaves are aroun ",0.16458333333333333
"Greenville, SC",RT @finsomv: I love positive energy.,0.36363636363636365
"The Foxhole - Denton, Tx",@metaIqueersolid I'm so sorry it's 3am and I'm not doing well I'mma delete these I hope u have a good week,0.09999999999999998
Lagos,"#EXCLUSIVE GOSPEL MIX WITH @DJHORPHURAY
#NP @lecrae - IF I DIE TONIGHT.
#SUNDAYPRAISEJAM",0.0
"Lacey, WA",RT @CraziestSex: a relationship isn't always 50/50. some days a person will struggle. you suck it up and pick up that 80/20 cause they need ,0.0
Ur dad s asshole,RT @DAMNMAUX: There s a glock in my boot https://t.co/plJtRsTDle,0.0
"California, USA",I love aj and tanner and Diana and Sara s last day and Sasha and ruby and Zara and everyone who has made them s Jan  https://t.co/iQ6VGeJSaL,0.25
"SEOUL, KOREA SELATAN","RT @kjdplanet: I felt like posting an update of my room, ??? https://t.co/bjAAqinTYv",0.0
"Texas, USA","should i start doing commission? I've been thinking about it for a little while, and i might end up doing it. Im no  https://t.co/kCScizWN9z",-0.1875
"New Delhi, India",RT @AnupriyaSPatel: Let us victory over #Polio Continue with two drops of life. I urge all the parents to take their children to the neares ,0.0
"San Diego, CA",M O O D   https://t.co/a24Tvk3ZLD,0.0
Ozarks,"RT @SuzeLavender: International #giveaway, RT &amp; follow for a chance to #win a Fable &amp; Black Lucky Dip #box filled with #bookish surprises. ",0.2733333333333333
None,RT @TextsFromUrEx: When u gotta real bad headache &amp; it has its own heartbeat. https://t.co/Gu5jKdeTeB,-0.2
None,All I want is to see the world destroyed... A wish as insubstantial as a single spider's thread drifting on the wind...,-0.07142857142857142
None,RT @malviyamit: If rental value of owned land (C2) is included for calculation of MSP as per farmer leader @_YogendraYadav then a farmer in ,0.0
     ,RT @Reuters: The worst tanker oil spill in decades is unfolding across hundreds of miles of the East China Sea after an Iranian oil tanker ,-1.0
None,"RT @virgins: if it's not me,
it's a downgrade",0.0
Texas ,"RT @rossdawson: Researchers have built a superconducting switch that ""learns"" like a biological system and could connect processors and sto ",0.0
           ,I LOVE MY GHOST HUNTERS https://t.co/SgZy1TQELB,0.5
"Elk Grove, CA","Throughout life, I've been called George, Jorge, Josu , Joshua, Josh, and Joshie. Sometimes I don't know who I am a  https://t.co/ZQJUWAw5lI",0.0
Kentucky,Patchy Fog Expected Across The Area This Morning. Patchy Fog Can Be Expected Through Mid Morning. The Fog May Becom  https://t.co/LsGfmN8w2v,-0.06666666666666667
"Leeds, UK",@FleecyLisa Hell yeah :] especially after a shower &lt;3,0.25
None,"I NEED THIS OMG
#TwitterBestFandom #TeamGOT7 https://t.co/HcRM0W7lxK",0.0
None,Her spirit was so beautiful. I keep watching the movie and her interview after. So much was taken from her spirit a  https://t.co/ZKtOj4qR13,0.525
All rights reserved.,I don't really know what to write here since I had blatantly shared my thoughts about you.,-0.15
Chuck E. Cheese's,RT @nataliaesq21: propose to someone at my wedding and I'll beat your ass https://t.co/SM9tlpEjsa,0.0
None,RT @terinahillary: I m still upset that we have to pay for sanitary products and contraception. Let s not forget this.,0.0
Greece,RT @Yg_Trece: SQUADDDDDDD    RT @KingJames: I do get to pick who starts on my #TeamLeBron team since I had an injury on my team correct?!?! ,0.0
writer tag: #Zebracorn,"@IrishKinetic @MarkKeath Dialling 911, Ki called for an ambulance, and Hotch. If she was gunna do this. She had to  https://t.co/gBEQmvLwoQ",0.0
"London, England",Too cute     https://t.co/RDPTpR1MfN,0.5
b u l l y ,"RT @Wordspiring: i love you, s e l f.",0.5
"Was America, now rUsSiA","RT @AriMelber: It took literally 2 minutes for a bot to automatically respond to this tweet with the words  fake news.  

Like any fraud, t ",-0.5
None,RT @DebbieMcqueen11: SIGN PETITION #Nauru Olympic Committee Take a stand in #PyeongChang2018 against the #DogMeatTrade #SouthKorea https:// ,0.0
Hogwarts,"RT @CurlyHeadJackyy: A good relationship with your future mother in law is important, so naturally i want her to love me. https://t.co/flR3 ",0.34
+65//+62,RT @kyeongsew: GDAJDBJSJF THIS IS SO CUTE I M CRYING https://t.co/PGDc7Hie1u,0.15
Under your bed.,RT @vvanwilgenburg: Afrin update 10 PM: SDF says Turkish army and it's proxies launched a fierce ground attack on Qastal hill in the early ,0.1
"Houston, TX",RT @hoess_swagg52: I be up overthinking alot of shit .,-0.2
Doncaster,RT @2Chinkz: Na I m crying  https://t.co/vUEIwYxVNb,-0.2
KA MO TENG,RT @LrdPrettyFranco: The second frame tells me everything I need to know about your swimming ability. https://t.co/JaMOC4veXC,0.0
None,RT @guyexegrassi: mitch should cover every single song I have listened to today I know that s not realistic but a boy can dream,-0.07738095238095238
RECESS,RT @denzelcurry: ZELTRON 6 BILLY THE G.O.A.T.,0.0
Qii.ute on instagram,"RT @illyaaaa4: Semoga my future mother in law sayang I macam anak dia, and takde high expectations dkt I as future menantu.",0.05333333333333334
